DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
211209941,04/08/2021 12:00:00 AM,12/15/2020 12:00:00 AM,1530,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,0411 1822 1202,66,M,B,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,110.0,,,,5900    CRENSHAW                     BL,,33.9863,-118.3308
201818179,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,200,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,1822 0906 1402 1100 0430,50,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,100 W  111TH                        ST,,33.9348,-118.2744
201222036,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,2130,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0906 1100 1402 1407 1822 0430 0342 1309 1313,43,M,H,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,7500 S  HOOVER                       ST,,33.9714,-118.2871
201207653,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1853,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,1817 1402 1407 0906 1100 0430 1309 1310 1313 0913,58,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,83RD                         ST,HALLDALE                     AV,33.9637,-118.3025
201412681,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,2110,14,Pacific,1414,1,110,CRIMINAL HOMICIDE,0906 1100 1822 1218 1407 1402 1409 0430 1309,21,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,100    LINCOLN                      BL,,33.9976,-118.467
200401071,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,900,4,Hollenbeck,453,1,110,CRIMINAL HOMICIDE,1822 0400 0416 0429 1202,62,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,1800    PENNSYLVANIA                 AV,,34.0475,-118.2169
201207779,01/26/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2359,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0906 1100 0430 0913,52,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,110.0,,,,3400 W  FLORENCE                     AV,,33.9745,-118.3309
200200820,08/22/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1929,2,Rampart,271,1,110,CRIMINAL HOMICIDE,1100 0430 1218 1402 1407 1822 0906 2004,27,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,900 S  PARK VIEW                    ST,,34.0534,-118.2829
201817345,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1910,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,1822 1100 0430 1300 0309 0906,35,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,2000 E  105TH                        ST,,33.9406,-118.237
200204258,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1934,2,Rampart,275,1,110,CRIMINAL HOMICIDE,1218 0430 1822 1100 1414,48,M,H,102.0,SIDEWALK,107.0,OTHER FIREARM,IC,Invest Cont,110.0,,,,900 S  ALVARADO                     ST,,34.0534,-118.2788
201305528,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,628,13,Newton,1373,1,110,CRIMINAL HOMICIDE,0913 0906 1309 0302 0334 1407 1100 0430 1218,49,F,H,710.0,OTHER PREMISE,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,900 E  55TH                         ST,,33.9925,-118.2593
201216585,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,2250,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1822 0400 0416 1402 0906,37,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,8200 S  HOOVER                       ST,,33.9636,-118.2871
200300567,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2026,3,Southwest,396,1,110,CRIMINAL HOMICIDE,0906 1822 0342 0216 1309 1313 1100 1259 1407 0334,17,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,110.0,,,,800 W  41ST                         ST,,34.0092,-118.2872
200711227,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,2333,7,Wilshire,715,1,110,CRIMINAL HOMICIDE,0906 1822 1100 0430 0302 0305 0326 1407 1402 0942,31,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,300 N  LA BREA                      AV,,34.0782,-118.3463
201813417,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,120,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0302 1309 0430 0906 0913 0856,43,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,2100 E  115TH                        ST,,33.9305,-118.2349
201917812,12/08/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1815,19,Mission,1902,1,110,CRIMINAL HOMICIDE,1822 1100 0430,61,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,14400    REX                          ST,,34.3136,-118.4477
200114216,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,327,1,Central,182,1,110,CRIMINAL HOMICIDE,2004 1218 0305 0411 0910 1822 1402,51,M,W,932.0,MTA - BLUE LINE - PICO,205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,998.0,,,1200 S  FLOWER                       ST,,34.0409,-118.2661
200613093,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,5,6,Hollywood,636,1,110,CRIMINAL HOMICIDE,0312 0302 1100 0430 1407 1822 1251 1259 1402,17,F,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,6700    HOLLYWOOD                    BL,,34.1034,-118.3325
200700862,12/19/2020 12:00:00 AM,12/19/2020 12:00:00 AM,2130,7,Wilshire,784,1,110,CRIMINAL HOMICIDE,1402 1407 0302 1100 0430 1309 0913,53,M,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,2100 S  ORANGE                       DR,,34.0358,-118.3517
202006873,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,638,20,Olympic,2042,1,110,CRIMINAL HOMICIDE,0913 1309 1100 1218 0202 0430 1407 0302 1419 0907,37,M,W,102.0,SIDEWALK,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,900 S  WESTERN                      AV,,34.0564,-118.3131
201910940,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1840,19,Mission,1916,1,110,CRIMINAL HOMICIDE,1402 0906 1100 0430 1309 1822 0216,35,M,H,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,12900    BORDEN                       AV,,34.3042,-118.4389
201914898,09/25/2020 12:00:00 AM,09/24/2020 12:00:00 AM,2239,19,Mission,1907,1,110,CRIMINAL HOMICIDE,1100 0906 0430,31,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,MACLAY                       ST,FENTON                       AV,34.3033,-118.414
201211549,04/25/2020 12:00:00 AM,04/24/2020 12:00:00 AM,2200,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1822 0906,49,M,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,1400 W  80TH                         ST,,33.9664,-118.3003
201205261,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,150,12,77th Street,1283,1,110,CRIMINAL HOMICIDE,2000 1243 1813 0913 0411 1402,37,M,B,501.0,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,,,,9400 S  MANHATTAN                    PL,,33.9512,-118.31
210704020,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,2040,7,Wilshire,789,1,110,CRIMINAL HOMICIDE,1402 1100 1822 0416 0906 0302 0430 1407,23,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2000    8TH                          AV,,34.0392,-118.326
200917432,10/29/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1600,9,Van Nuys,916,1,110,CRIMINAL HOMICIDE,0416 0445 0913 1414,51,M,O,501.0,SINGLE FAMILY DWELLING,312.0,PIPE/METAL PIPE,AA,Adult Arrest,110.0,,,,7000    CANTALOUPE                   AV,,34.1975,-118.4345
201818010,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,2153,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,1822 1100 1402 0906 0430,35,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,8800 S  BROADWAY,,33.9574,-118.2782
201215089,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1640,12,77th Street,1208,1,110,CRIMINAL HOMICIDE,1402 1100 0305 0430 0913,28,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,49TH                         ST,FIGUEROA                     ST,33.9988,-118.2827
200212933,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,2022,2,Rampart,261,1,110,CRIMINAL HOMICIDE,1402 0430 1100 1822 0906,19,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,2400    JAMES M WOOD                 BL,,34.0567,-118.2815
201224265,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1913,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,1822 1100 0430 0906,51,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,59TH                         ST,DENVER                       AV,33.9876,-118.2838
200310490,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2255,3,Southwest,397,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0906 1270 1822,22,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,4100    HALLDALE                     AV,,34.0096,-118.3023
201808810,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2213,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,1100 0430 1817 1402 0913,32,M,B,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,2200 E  111TH                        ST,,33.9343,-118.2335
200214334,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1100,2,Rampart,245,1,110,CRIMINAL HOMICIDE,0411 1822 1218 1402 0906,24,M,H,109.0,PARK/PLAYGROUND,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,2200 W  6TH                          ST,,34.0601,-118.2761
200113699,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1519,1,Central,147,1,110,CRIMINAL HOMICIDE,0906 1100 0913 1218 0416 2004 0430 0907,44,M,B,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,300 E  5TH                          ST,,34.0453,-118.2443
201013081,09/15/2020 12:00:00 AM,09/06/2020 12:00:00 AM,2020,10,West Valley,1039,1,110,CRIMINAL HOMICIDE,0407,0,M,X,116.0,OTHER/OUTSIDE,506.0,FIRE,AA,Adult Arrest,110.0,,,,6400    WOODLEY                      AV,,34.1866,-118.4836
201508888,04/18/2020 12:00:00 AM,04/17/2020 12:00:00 AM,2300,15,N Hollywood,1585,1,110,CRIMINAL HOMICIDE,0913 1810 1407 1402 1419 1414 0395 1100 0430 1202,69,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",104.0,SHOTGUN,AO,Adult Other,110.0,998.0,,,11000    AQUA VISTA                   ST,,34.145,-118.3706
201815872,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1810,18,Southeast,1801,1,110,CRIMINAL HOMICIDE,1100 0430 1300 1822 0906,17,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,600 W  91ST                         ST,,33.9542,-118.2848
201308065,03/13/2020 12:00:00 AM,03/12/2020 12:00:00 AM,2145,13,Newton,1307,1,110,CRIMINAL HOMICIDE,1218 2004 1402 0416 0334 1822,0,M,H,101.0,STREET,312.0,PIPE/METAL PIPE,AA,Adult Arrest,110.0,998.0,,,CENTRAL,8TH                          ST,34.0336,-118.2433
201005172,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2215,10,West Valley,1047,1,110,CRIMINAL HOMICIDE,1822 1402 1100 0430 2004 1218,35,M,B,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,OXNARD                       ST,ALDEA                        AV,34.1803,-118.5055
200812655,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,47,8,West LA,808,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1822 1402 1419 1407 1409 0942 2037,35,F,B,104.0,DRIVEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,13200    MULHOLLAND                   DR,,34.128,-118.42
201215787,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1510,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,1822 1100 1300 1310 0430 0906 1402,24,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,5TH                          AV,59TH                         ST,33.9873,-118.3225
200912628,07/22/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1436,9,Van Nuys,926,1,110,CRIMINAL HOMICIDE,1407 1419 1414 0430 1402 1100 1813 0913 0395,48,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",103.0,RIFLE,AO,Adult Other,110.0,998.0,,,14200    GILMORE                      ST,,34.1876,-118.4422
200112920,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,2206,1,Central,111,1,110,CRIMINAL HOMICIDE,1100 0430 1218 1822 1309 0906,27,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,BUNKER HILL,CESAR E CHAVEZ               AV,34.0626,-118.2445
201308940,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1520,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0430 1822 1100 1407 0302 0334 0906 0852,46,M,H,109.0,PARK/PLAYGROUND,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,300 E  51ST                         ST,,33.9966,-118.2701
201217526,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1450,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,1822 0334 0340 0430 0449 0342 1309 1100 0906 1402,45,M,B,101.0,STREET,107.0,OTHER FIREARM,AA,Adult Arrest,110.0,210.0,998.0,,52ND                         ST,RUTHELEN                     ST,33.995,-118.3126
201204641,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2225,12,77th Street,1268,1,110,CRIMINAL HOMICIDE,0416 0913 1402 0400 0906,55,M,B,501.0,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,AA,Adult Arrest,110.0,998.0,,,100 E  82ND                         ST,,33.9654,-118.2739
201005273,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,245,10,West Valley,1018,1,110,CRIMINAL HOMICIDE,1822 0906 1100 0430 1402,30,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,15800    STAGG                        ST,,34.2121,-118.4771
201314490,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1910,13,Newton,1307,1,110,CRIMINAL HOMICIDE,0432 0411 1402 1822 1218,55,M,W,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,110.0,998.0,,,OLYMPIC                      BL,ALAMEDA                      ST,34.028,-118.2391
200218885,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1845,2,Rampart,285,1,110,CRIMINAL HOMICIDE,0411 0913 1402 0602 0561,60,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,1800 W  11TH                         ST,,34.0488,-118.2775
200213114,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1615,2,Rampart,236,1,110,CRIMINAL HOMICIDE,0913 0411,70,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont,110.0,,,,200 S  BONNIE BRAE                  ST,,34.0632,-118.2694
201819950,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1952,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,1100 1402 1407 1822 0430 0906,26,M,B,301.0,GAS STATION,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,400 E  IMPERIAL                     HY,,33.9311,-118.2665
201222093,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,2005,12,77th Street,1283,1,110,CRIMINAL HOMICIDE,0430 1822 1100 0906,16,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,WESTERN                      AV,98TH                         ST,33.947,-118.309
201216104,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,2240,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,1100 0430 0416 1310 0906 1822 1402,32,M,B,104.0,DRIVEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,800 W  81ST                         ST,,33.9655,-118.2877
201224717,10/29/2020 12:00:00 AM,09/22/2020 12:00:00 AM,2307,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,1501 0305 0395 0400 0913 1419 1402 1409,21,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,8100 S  WESTERN                      AV,,33.9646,-118.309
201218365,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1200,12,77th Street,1283,1,110,CRIMINAL HOMICIDE,0553 1257 0913,4,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,9600 S  HOBART                       BL,,33.947,-118.3079
200111986,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,2250,1,Central,156,1,110,CRIMINAL HOMICIDE,1218 0430 2004 1402 1407 1419 1100 0913 0906,48,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,6TH                          ST,SAN PEDRO,34.0429,-118.2462
201215863,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,35,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0906 1309 0302 0430 1822,53,M,B,103.0,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,600 E  81ST                         ST,,33.9656,-118.2651
200405639,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,753,4,Hollenbeck,404,1,110,CRIMINAL HOMICIDE,1100 0430 1218 1822 0906,54,M,H,109.0,PARK/PLAYGROUND,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,5500    VIA MARISOL,,34.1045,-118.185
201511669,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,930,15,N Hollywood,1547,1,110,CRIMINAL HOMICIDE,0913 0408 1220 1402,29,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,CHANDLER                     BL,CAMELLIA                     AV,34.1687,-118.3822
201315992,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,500,13,Newton,1303,1,110,CRIMINAL HOMICIDE,1822 0416 2004 1402 1218,56,M,B,103.0,ALLEY,312.0,PIPE/METAL PIPE,AA,Adult Arrest,110.0,998.0,,,700 E  PICO                         BL,,34.0341,-118.2507
201220005,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1427,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,1822 1100 0430,53,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,BUDLONG                      AV,68TH                         ST,33.9778,-118.2959
200911998,07/05/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1350,9,Van Nuys,926,1,110,CRIMINAL HOMICIDE,1402 1420 1822 0416 0446 0429,44,M,H,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,14000    VANOWEN                      ST,,34.1939,-118.4382
201821933,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,130,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,1100 1310 0430 0906,28,F,B,104.0,DRIVEWAY,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,900 E  91ST                         ST,,33.9538,-118.2586
201107587,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1845,11,Northeast,1162,1,110,CRIMINAL HOMICIDE,1822 1402 1407 1501 1100 0430 0906,28,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1100 N  MADISON                      AV,,34.0909,-118.2893
201818040,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1521,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,1822 1100 0309 0430 1402 0906,37,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,300 W  89TH                         ST,,33.956,-118.2782
200507067,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,345,5,Harbor,513,1,110,CRIMINAL HOMICIDE,2004 0406 2047 1822 0416 1218 1402 2060,37,M,W,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,ANAHEIM,VERMONT,33.7821,-118.2976
201116486,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2304,11,Northeast,1138,1,110,CRIMINAL HOMICIDE,1402 1100 1218 0430 1822 0906,46,M,H,103.0,ALLEY,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,5700    ALDAMA                       ST,,34.1157,-118.1942
201311006,05/18/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1950,13,Newton,1324,1,110,CRIMINAL HOMICIDE,1419 0913 1402 1407 0906 1100 0430,53,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1400 E  22ND                         ST,,34.0189,-118.2481
200215806,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,120,2,Rampart,279,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1402 1822,30,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,1000 S  ALBANY                       ST,,34.0475,-118.2714
200211029,06/07/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1620,2,Rampart,202,1,110,CRIMINAL HOMICIDE,0906 0430 1817 2002 1206 0913 0416 1100,19,F,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,,,,800 N  VERMONT                      AV,,34.0897,-118.2917
200606522,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,405,6,Hollywood,622,1,110,CRIMINAL HOMICIDE,0430 0906 1822 1100 0363 0213 0302 0216,0,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,2000    HERCULES                     DR,,34.1058,-118.3628
200121649,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1425,1,Central,157,1,110,CRIMINAL HOMICIDE,0411 0913 2004 1218,55,M,B,108.0,PARKING LOT,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,500    CROCKER                      ST,,34.0432,-118.2431
200411734,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1655,4,Hollenbeck,464,1,110,CRIMINAL HOMICIDE,0910 1100 0430 1402 1407 1822 2047,25,M,H,962.0,MTA - GOLD LINE - SOTO,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,2300 E  1ST                          ST,,34.0441,-118.2105
201813896,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1209,18,Southeast,1871,1,110,CRIMINAL HOMICIDE,0906 1817 1259 1100 0430 2024 0913,15,F,H,108.0,PARKING LOT,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,14100 S  VERMONT                      AV,,33.9034,-118.2916
200416452,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,855,4,Hollenbeck,497,1,110,CRIMINAL HOMICIDE,1100 1822 1218 0430,45,M,H,116.0,OTHER/OUTSIDE,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,2800 E  LUGO                         ST,,34.0166,-118.22
201116019,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1040,11,Northeast,1134,1,110,CRIMINAL HOMICIDE,0416 1402 2000 1813 0913,79,F,C,501.0,SINGLE FAMILY DWELLING,311.0,HAMMER,AA,Adult Arrest,110.0,998.0,,,2400 W  AVENUE 30,,34.1064,-118.2383
200706781,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,2340,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,1409 0907 1402 0430 1822 0906 1100 0309,25,M,B,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1700 S  RIMPAU                       BL,,34.044,-118.3415
201412692,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,2110,14,Pacific,1414,1,110,CRIMINAL HOMICIDE,0906 1822 0430 1309 1218,43,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,100    LINCOLN                      BL,,33.9976,-118.467
201910994,02/25/2021 12:00:00 AM,06/15/2020 12:00:00 AM,930,19,Mission,1967,1,110,CRIMINAL HOMICIDE,,57,F,H,103.0,ALLEY,,,AA,Adult Arrest,110.0,,,,14100    TERRA BELLA                  ST,,34.243,-118.4393
201910941,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1840,19,Mission,1916,1,110,CRIMINAL HOMICIDE,0906 0430 1309 1822 0216,41,M,H,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,12900    BORDEN                       AV,,34.3042,-118.4389
200409237,05/26/2020 12:00:00 AM,05/25/2020 12:00:00 AM,1300,4,Hollenbeck,491,1,110,CRIMINAL HOMICIDE,1501 0400 1218 1822 0430 1100 1402,27,F,H,710.0,OTHER PREMISE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,1500    RIO VISTA                    AV,,34.021,-118.2202
